"fecha";"Run Fondo";"serie";"1 mes";"3 meses";"6 meses";"1 año ";"ytd"
2023-01-31;"8108";APV;-0.26%;"2.21%";-2.11%;"1.03%";%
2023-02-01;"8108";APV;-0.30%;"2.17%";-2.16%;"0.76%";%
2023-02-02;"8108";APV;-0.18%;"2.28%";-2.12%;"0.88%";%
2023-02-03;"8108";APV;-0.14%;"2.20%";-2.00%;"0.84%";%
2023-02-04;"8108";APV;-0.18%;"2.11%";-1.98%;"0.85%";%
2023-02-05;"8108";APV;-0.07%;"2.11%";-1.78%;"0.85%";%
2023-02-06;"8108";APV;-0.33%;"1.79%";-2.08%;"0.54%";%
2023-02-07;"8108";APV;-0.40%;"1.53%";-2.15%;"0.54%";%
2023-02-08;"8108";APV;-0.38%;"1.28%";-2.21%;"0.33%";%
2023-02-09;"8108";APV;-0.51%;"0.57%";-2.23%;"0.37%";%
2023-02-10;"8108";APV;-0.71%;-0.09%;-2.46%;"0.28%";%
2023-02-11;"8108";APV;-0.94%;-0.25%;-2.32%;"0.55%";%
2023-02-12;"8108";APV;-1.16%;-0.25%;-2.17%;"0.56%";%
2023-02-13;"8108";APV;-1.15%;-0.32%;-2.24%;"0.49%";%
2023-02-14;"8108";APV;-1.22%;-0.49%;-2.30%;"0.23%";%
2023-02-15;"8108";APV;-1.35%;-1.26%;-2.42%;"0.27%";%
2023-02-16;"8108";APV;-1.30%;-1.43%;-2.05%;"0.43%";%
2023-02-17;"8108";APV;-1.21%;-1.11%;-1.61%;"0.48%";%
2023-02-18;"8108";APV;-1.17%;-1.02%;-1.23%;"0.46%";%
2023-02-19;"8108";APV;-1.10%;-1.02%;-0.88%;"0.46%";%
2023-02-20;"8108";APV;-0.88%;-0.98%;-0.83%;"0.51%";%
2023-02-21;"8108";APV;-1.00%;-1.28%;-0.95%;"0.48%";%
2023-02-22;"8108";APV;-1.06%;-1.41%;-0.62%;"0.40%";%
2023-02-23;"8108";APV;-1.14%;-1.21%;-0.47%;"0.22%";%
2023-02-24;"8108";APV;-1.05%;-1.09%;-0.44%;"0.04%";%
2023-02-25;"8108";APV;-1.00%;-1.00%;-0.38%;"0.03%";%
2023-02-26;"8108";APV;-1.01%;-1.00%;-0.54%;"0.03%";%
2023-02-27;"8108";APV;-0.92%;-0.90%;-0.43%;"0.14%";%
2023-02-28;"8108";APV;-0.91%;-0.84%;-0.42%;"0.10%";%
2023-03-01;"8108";APV;-0.63%;-1.14%;-0.79%;-0.57%;%
2023-03-02;"8108";APV;-0.91%;-1.48%;-1.32%;-0.89%;%
2023-03-03;"8108";APV;-0.88%;-1.51%;-1.34%;-0.88%;%
2023-03-04;"8108";APV;-0.89%;-1.51%;-1.34%;-1.07%;%
2023-03-05;"8108";APV;-0.89%;-1.53%;-1.66%;-1.06%;%
2023-03-06;"8108";APV;-0.65%;-1.40%;-1.58%;-1.13%;%
2023-03-07;"8108";APV;-0.52%;-1.28%;-1.10%;-1.41%;%
2023-03-08;"8108";APV;-0.67%;-1.42%;-1.11%;-1.44%;%
2023-03-09;"8108";APV;-0.77%;-1.62%;-1.16%;-1.80%;%
2023-03-10;"8108";APV;-0.35%;-1.36%;-0.89%;-1.96%;%
2023-03-11;"8108";APV;-0.35%;-1.35%;-0.89%;-1.90%;%
2023-03-12;"8108";APV;-0.34%;-1.23%;-0.79%;-1.89%;%
2023-03-13;"8108";APV;"0.59%";-0.47%;"0.02%";-1.04%;%
2023-03-14;"8108";APV;"0.57%";-0.60%;-0.09%;-0.97%;%
2023-03-15;"8108";APV;"0.86%";-0.43%;"0.12%";-0.33%;%
2023-03-16;"8108";APV;"0.87%";-0.29%;"0.14%";-0.14%;%
2023-03-17;"8108";APV;"0.95%";-0.15%;"0.29%";"0.20%";%
2023-03-18;"8108";APV;"0.95%";-0.14%;"0.30%";"0.32%";%
2023-03-19;"8108";APV;"0.96%";"0.11%";"0.30%";"0.32%";%
2023-03-20;"8108";APV;"1.09%";"0.31%";"0.44%";"0.50%";%
2023-03-21;"8108";APV;"1.24%";"0.56%";"0.65%";"0.61%";%
2023-03-22;"8108";APV;"1.15%";"0.37%";"0.93%";"0.72%";%
2023-03-23;"8108";APV;"1.39%";"0.64%";"1.31%";"0.98%";%
2023-03-24;"8108";APV;"1.48%";"0.87%";"1.54%";"1.27%";%
2023-03-25;"8108";APV;"1.48%";"0.87%";"1.55%";"1.34%";%
2023-03-26;"8108";APV;"1.48%";"0.97%";"2.02%";"1.34%";%
2023-03-27;"8108";APV;"1.12%";"0.63%";"2.33%";"1.08%";%
2023-03-28;"8108";APV;"1.27%";"0.66%";"2.86%";"1.43%";%
2023-03-29;"8108";APV;"1.28%";"0.61%";"3.03%";"1.29%";%
2023-03-30;"8108";APV;"1.63%";"0.88%";"3.34%";"1.32%";%
2023-03-31;"8108";APV;"1.71%";"0.96%";"3.42%";"0.78%";%
2023-04-01;"8108";APV;"1.91%";"0.96%";"3.42%";"0.44%";%
2023-04-02;"8108";APV;"2.08%";"0.97%";"3.42%";"0.45%";%
2023-04-03;"8108";APV;"2.33%";"1.28%";"3.65%";"0.67%";%
2023-04-04;"8108";APV;"2.22%";"1.13%";"3.77%";"0.30%";%
2023-04-05;"8108";APV;"2.04%";"1.06%";"3.94%";"0.01%";%
2023-04-06;"8108";APV;"2.56%";"1.55%";"4.75%";"0.57%";%
2023-04-07;"8108";APV;"2.48%";"1.55%";"4.67%";"0.62%";%
2023-04-08;"8108";APV;"2.63%";"1.56%";"4.67%";"0.25%";%
2023-04-09;"8108";APV;"2.80%";"1.48%";"4.67%";"0.25%";%
2023-04-10;"8108";APV;"2.25%";"1.17%";"4.38%";-0.02%;%
2023-04-11;"8108";APV;"2.02%";"0.72%";"4.08%";-0.30%;%
2023-04-12;"8108";APV;"1.84%";"0.32%";"3.83%";-0.39%;%
2023-04-13;"8108";APV;"0.69%";"0.12%";"3.38%";-0.96%;%
2023-04-14;"8108";APV;"0.80%";"0.15%";"3.21%";-1.23%;%
2023-04-15;"8108";APV;"0.65%";"0.14%";"3.20%";-1.22%;%
2023-04-16;"8108";APV;"0.63%";"0.19%";"3.20%";-1.22%;%
2023-04-17;"8108";APV;"0.24%";-0.03%;"2.72%";-1.45%;%
2023-04-18;"8108";APV;"0.13%";-0.10%;"2.67%";-1.36%;%
2023-04-19;"8108";APV;-0.13%;-0.28%;"2.60%";-1.73%;%
2023-04-20;"8108";APV;-0.41%;-0.22%;"2.69%";-1.74%;%
2023-04-21;"8108";APV;-0.55%;-0.33%;"2.41%";-1.70%;%
2023-04-22;"8108";APV;-0.41%;-0.33%;"2.41%";-1.69%;%
2023-04-23;"8108";APV;-0.64%;-0.41%;"2.40%";-1.69%;%
2023-04-24;"8108";APV;-1.07%;-0.67%;"2.23%";-1.90%;%
2023-04-25;"8108";APV;-1.02%;-0.56%;"2.28%";-1.81%;%
2023-04-26;"8108";APV;-1.12%;-0.66%;"2.07%";-1.71%;%
2023-04-27;"8108";APV;-0.88%;-0.69%;"1.98%";-1.80%;%
2023-04-28;"8108";APV;-1.02%;-0.67%;"2.00%";-1.87%;%
2023-04-29;"8108";APV;-1.02%;-0.67%;"1.99%";-1.76%;%
2023-04-30;"8108";APV;-1.36%;-0.56%;"1.99%";-1.76%;%
2023-05-01;"8108";APV;-1.44%;-0.19%;"1.98%";-1.75%;%
2023-05-02;"8108";APV;-1.57%;-0.45%;"1.82%";-1.67%;%
2023-05-03;"8108";APV;-1.74%;-0.34%;"1.85%";-1.54%;%
2023-05-04;"8108";APV;-1.62%;-0.34%;"1.76%";-1.47%;%
2023-05-05;"8108";APV;-1.65%;-0.54%;"1.56%";-1.44%;%
2023-05-06;"8108";APV;-2.07%;-0.23%;"1.56%";-1.10%;%
2023-05-07;"8108";APV;-2.07%;-0.16%;"1.37%";-1.09%;%
2023-05-08;"8108";APV;-2.21%;-0.31%;"0.96%";-1.22%;%
2023-05-09;"8108";APV;-2.35%;-0.39%;"0.18%";-0.85%;%
2023-05-10;"8108";APV;-1.96%;-0.10%;-0.20%;-0.71%;%
2023-05-11;"8108";APV;-1.86%;-0.22%;-0.47%;-1.02%;%
2023-05-12;"8108";APV;-1.74%;-0.28%;-0.53%;-1.21%;%
2023-05-13;"8108";APV;-1.48%;-0.21%;-0.52%;-1.26%;%
2023-05-14;"8108";APV;-1.50%;-0.14%;-0.63%;-1.25%;%
2023-05-15;"8108";APV;-1.77%;-0.28%;-1.54%;-1.52%;%
2023-05-16;"8108";APV;-1.83%;-0.35%;-1.78%;-1.65%;%
2023-05-17;"8108";APV;-1.46%;-0.29%;-1.40%;-1.71%;%
2023-05-18;"8108";APV;-1.45%;-0.38%;-1.40%;-1.76%;%
2023-05-19;"8108";APV;-1.33%;-0.51%;-1.53%;-2.12%;%
2023-05-20;"8108";APV;-1.22%;-0.56%;-1.53%;-2.27%;%
2023-05-21;"8108";APV;-1.11%;-0.44%;-1.71%;-2.26%;%
2023-05-22;"8108";APV;-1.28%;-0.56%;-1.96%;-2.43%;%
2023-05-23;"8108";APV;-1.50%;-0.77%;-1.97%;-2.83%;%
2023-05-24;"8108";APV;-1.16%;-0.78%;-1.86%;-2.91%;%
2023-05-25;"8108";APV;-1.43%;-0.99%;-1.98%;-3.10%;%
2023-05-26;"8108";APV;-1.53%;-1.18%;-2.17%;-3.09%;%
2023-05-27;"8108";APV;-1.51%;-1.28%;-2.17%;-3.13%;%
2023-05-28;"8108";APV;-1.53%;-1.29%;-2.12%;-3.12%;%
2023-05-29;"8108";APV;-1.39%;-1.14%;-1.96%;-2.98%;%
2023-05-30;"8108";APV;-1.47%;-1.22%;-1.88%;-3.05%;%
2023-05-31;"8108";APV;-1.29%;-1.04%;-1.70%;-2.97%;%
2023-06-01;"8108";APV;-1.20%;-0.76%;-1.89%;-2.92%;%
2023-06-02;"8108";APV;-1.00%;-0.54%;-2.01%;-2.84%;%
2023-06-03;"8108";APV;-1.05%;-0.51%;-2.01%;-2.78%;%
2023-06-04;"8108";APV;-1.05%;-0.50%;-2.00%;-2.77%;%
2023-06-05;"8108";APV;-0.66%;-0.31%;-1.83%;-2.58%;%
2023-06-06;"8108";APV;-0.66%;-0.23%;-1.63%;-2.49%;%
2023-06-07;"8108";APV;-0.50%;-0.14%;-1.42%;-2.18%;%
2023-06-08;"8108";APV;-0.49%;-0.14%;-1.55%;-2.09%;%
2023-06-09;"8108";APV;-0.26%;"0.12%";-1.50%;-1.83%;%
2023-06-10;"8108";APV;-0.38%;-0.14%;-1.50%;-1.78%;%
2023-06-11;"8108";APV;-0.26%;-0.14%;-1.49%;-1.77%;%
2023-06-12;"8108";APV;-0.28%;-0.22%;-1.44%;-1.85%;%
2023-06-13;"8108";APV;-0.20%;-0.99%;-1.46%;-1.44%;%
2023-06-14;"8108";APV;-0.18%;-0.89%;-1.48%;-1.33%;%
2023-06-15;"8108";APV;"0.30%";-0.84%;-1.26%;-1.37%;%
2023-06-16;"8108";APV;"0.57%";-0.65%;-0.94%;-1.37%;%
2023-06-17;"8108";APV;"0.45%";-0.79%;-0.93%;-1.47%;%
2023-06-18;"8108";APV;"0.54%";-0.79%;-0.93%;-1.46%;%
2023-06-19;"8108";APV;"0.75%";-0.72%;-0.61%;-1.38%;%
2023-06-20;"8108";APV;"1.14%";-0.51%;-0.19%;-1.20%;%
2023-06-21;"8108";APV;"1.14%";-0.54%;"0.02%";-1.19%;%
2023-06-22;"8108";APV;"1.31%";-0.40%;-0.03%;-1.42%;%
2023-06-23;"8108";APV;"1.45%";-0.71%;-0.07%;-1.73%;%
2023-06-24;"8108";APV;"1.33%";-0.92%;-0.06%;-1.63%;%
2023-06-25;"8108";APV;"1.55%";-0.92%;-0.06%;-1.62%;%
2023-06-26;"8108";APV;"1.76%";-0.92%;"0.04%";-1.61%;%
2023-06-27;"8108";APV;"1.83%";-0.59%;"0.03%";-1.54%;%
2023-06-28;"8108";APV;"1.68%";-0.89%;-0.24%;-1.53%;%
2023-06-29;"8108";APV;"1.55%";-0.88%;-0.28%;-1.49%;%
2023-06-30;"8108";APV;"1.65%";-1.20%;-0.33%;-1.72%;%
2023-07-01;"8108";APV;"1.38%";-1.27%;-0.32%;-1.83%;%
2023-07-02;"8108";APV;"1.32%";-1.27%;-0.32%;-1.82%;%
2023-07-03;"8108";APV;"1.49%";-1.33%;-0.06%;-1.66%;%
2023-07-04;"8108";APV;"1.42%";-1.28%;-0.16%;-1.68%;%
2023-07-05;"8108";APV;"1.04%";-1.28%;-0.24%;-2.09%;%
2023-07-06;"8108";APV;"0.99%";-1.76%;-0.24%;-2.15%;%
2023-07-07;"8108";APV;"0.50%";-2.08%;-0.56%;-2.47%;%
2023-07-08;"8108";APV;"0.63%";-2.08%;-0.55%;-2.21%;%
2023-07-09;"8108";APV;"0.55%";-2.07%;-0.62%;-2.20%;%
2023-07-10;"8108";APV;"0.44%";-1.91%;-0.76%;-2.30%;%
2023-07-11;"8108";APV;"0.25%";-1.87%;-1.17%;-2.56%;%
2023-07-12;"8108";APV;"0.21%";-1.81%;-1.50%;-2.55%;%
2023-07-13;"8108";APV;"0.44%";-1.25%;-1.13%;-2.31%;%
2023-07-14;"8108";APV;"0.40%";-1.29%;-1.15%;-2.21%;%
2023-07-15;"8108";APV;"0.20%";-1.28%;-1.14%;-2.34%;%
2023-07-16;"8108";APV;"0.00%";-1.27%;-1.09%;-2.33%;%
2023-07-17;"8108";APV;"0.33%";-0.70%;-0.73%;-2.00%;%
2023-07-18;"8108";APV;"0.25%";-0.66%;-0.76%;-2.44%;%
2023-07-19;"8108";APV;"0.16%";-0.43%;-0.71%;-2.47%;%
2023-07-20;"8108";APV;-0.31%;-0.40%;-0.62%;-2.52%;%
2023-07-21;"8108";APV;-0.43%;-0.41%;-0.74%;-2.52%;%
2023-07-22;"8108";APV;-0.41%;-0.40%;-0.73%;-2.52%;%
2023-07-23;"8108";APV;-0.32%;-0.40%;-0.80%;-2.51%;%
2023-07-24;"8108";APV;-0.36%;-0.20%;-0.87%;-2.54%;%
2023-07-25;"8108";APV;-0.24%;-0.14%;-0.70%;-2.48%;%
2023-07-26;"8108";APV;-0.32%;-0.12%;-0.78%;-2.47%;%
2023-07-27;"8108";APV;-0.34%;-0.04%;-0.74%;-2.16%;%
2023-07-28;"8108";APV;-0.03%;"0.10%";-0.57%;-2.12%;%
2023-07-29;"8108";APV;-0.03%;"0.11%";-0.56%;-2.22%;%
2023-07-30;"8108";APV;-0.04%;"0.12%";-0.45%;-2.21%;%
2023-07-31;"8108";APV;"0.38%";"0.53%";"0.31%";-1.80%;%
2023-01-31;"8287";APV;-0.18%;"2.60%";-2.02%;"1.53%";-0.17%
2023-02-01;"8287";APV;-0.24%;"2.53%";-2.07%;"1.21%";-0.23%
2023-02-02;"8287";APV;-0.13%;"2.63%";-2.06%;"1.28%";-0.11%
2023-02-03;"8287";APV;-0.08%;"2.55%";-1.92%;"1.25%";-0.15%
2023-02-04;"8287";APV;-0.13%;"2.40%";-1.89%;"1.20%";-0.14%
2023-02-05;"8287";APV;-0.07%;"2.40%";-1.69%;"1.20%";-0.14%
2023-02-06;"8287";APV;-0.24%;"2.13%";-1.95%;"0.94%";-0.39%
2023-02-07;"8287";APV;-0.31%;"1.86%";-2.01%;"0.93%";-0.45%
2023-02-08;"8287";APV;-0.25%;"1.61%";-2.05%;"0.72%";-0.38%
2023-02-09;"8287";APV;-0.34%;"0.86%";-2.08%;"0.76%";-0.44%
2023-02-10;"8287";APV;-0.52%;"0.22%";-2.31%;"0.71%";-0.56%
2023-02-11;"8287";APV;-0.73%;"0.10%";-2.18%;"1.01%";-0.55%
2023-02-12;"8287";APV;-0.89%;"0.10%";-2.02%;"1.01%";-0.54%
2023-02-13;"8287";APV;-0.89%;"0.04%";-2.07%;"0.95%";-0.60%
2023-02-14;"8287";APV;-1.01%;-0.26%;-2.19%;"0.64%";-0.71%
2023-02-15;"8287";APV;-1.14%;-1.08%;-2.31%;"0.65%";-0.83%
2023-02-16;"8287";APV;-1.16%;-1.32%;-2.07%;"0.77%";-0.89%
2023-02-17;"8287";APV;-1.16%;-1.03%;-1.74%;"0.71%";-0.91%
2023-02-18;"8287";APV;-1.11%;-0.96%;-1.30%;"0.69%";-0.90%
2023-02-19;"8287";APV;-1.07%;-0.96%;-0.93%;"0.70%";-0.89%
2023-02-20;"8287";APV;-0.89%;-0.92%;-0.88%;"0.75%";-0.84%
2023-02-21;"8287";APV;-1.07%;-1.26%;-1.05%;"0.63%";-1.01%
2023-02-22;"8287";APV;-1.18%;-1.46%;-0.69%;"0.47%";-1.11%
2023-02-23;"8287";APV;-1.25%;-1.31%;-0.59%;"0.23%";-1.13%
2023-02-24;"8287";APV;-1.18%;-1.20%;-0.53%;"0.01%";-1.02%
2023-02-25;"8287";APV;-1.17%;-1.18%;-0.43%;"0.02%";-1.01%
2023-02-26;"8287";APV;-1.18%;-1.18%;-0.63%;"0.02%";-1.01%
2023-02-27;"8287";APV;-1.09%;-1.09%;-0.54%;"0.11%";-0.91%
2023-02-28;"8287";APV;-1.08%;-1.02%;-0.52%;"0.10%";-0.89%
2023-03-01;"8287";APV;-0.82%;-1.29%;-0.79%;-0.45%;-1.04%
2023-03-02;"8287";APV;-1.06%;-1.53%;-1.36%;-0.72%;-1.17%
2023-03-03;"8287";APV;-0.72%;-1.25%;-1.07%;-0.43%;-0.87%
2023-03-04;"8287";APV;-0.72%;-1.25%;-1.07%;-0.58%;-0.86%
2023-03-05;"8287";APV;-0.72%;-1.29%;-1.38%;-0.58%;-0.86%
2023-03-06;"8287";APV;-0.52%;-1.10%;-1.27%;-0.63%;-0.90%
2023-03-07;"8287";APV;-0.38%;-1.06%;-0.73%;-0.94%;-0.83%
2023-03-08;"8287";APV;-0.61%;-1.23%;-0.78%;-1.02%;-0.99%
2023-03-09;"8287";APV;-0.72%;-1.47%;-0.78%;-1.40%;-1.16%
2023-03-10;"8287";APV;-0.36%;-1.24%;-0.54%;-1.46%;-0.92%
2023-03-11;"8287";APV;-0.36%;-1.23%;-0.54%;-1.39%;-0.91%
2023-03-12;"8287";APV;-0.36%;-1.05%;-0.36%;-1.39%;-0.90%
2023-03-13;"8287";APV;"0.38%";-0.44%;"0.29%";-0.71%;-0.22%
2023-03-14;"8287";APV;"0.43%";-0.54%;"0.14%";-0.67%;-0.28%
2023-03-15;"8287";APV;"0.68%";-0.38%;"0.27%";-0.13%;-0.16%
2023-03-16;"8287";APV;"0.73%";-0.29%;"0.26%";"0.01%";-0.17%
2023-03-17;"8287";APV;"0.89%";-0.15%;"0.40%";"0.30%";-0.02%
2023-03-18;"8287";APV;"0.89%";-0.15%;"0.41%";"0.37%";-0.01%
2023-03-19;"8287";APV;"0.90%";"0.10%";"0.41%";"0.38%";"0.00%"
2023-03-20;"8287";APV;"0.97%";"0.32%";"0.52%";"0.50%";"0.12%"
2023-03-21;"8287";APV;"1.16%";"0.47%";"0.71%";"0.56%";"0.14%"
2023-03-22;"8287";APV;"1.09%";"0.23%";"0.98%";"0.54%";-0.03%
2023-03-23;"8287";APV;"1.36%";"0.52%";"1.34%";"0.80%";"0.21%"
2023-03-24;"8287";APV;"1.43%";"0.69%";"1.52%";"1.05%";"0.39%"
2023-03-25;"8287";APV;"1.43%";"0.70%";"1.53%";"1.14%";"0.40%"
2023-03-26;"8287";APV;"1.43%";"0.78%";"2.04%";"1.15%";"0.41%"
2023-03-27;"8287";APV;"1.15%";"0.54%";"2.35%";"0.96%";"0.23%"
2023-03-28;"8287";APV;"1.32%";"0.61%";"2.93%";"1.32%";"0.42%"
2023-03-29;"8287";APV;"1.35%";"0.54%";"3.16%";"1.25%";"0.45%"
2023-03-30;"8287";APV;"1.69%";"0.79%";"3.46%";"1.42%";"0.79%"
2023-03-31;"8287";APV;"1.73%";"0.82%";"3.49%";"0.99%";"0.83%"
2023-04-01;"8287";APV;"1.90%";"0.82%";"3.50%";"0.73%";"0.84%"
2023-04-02;"8287";APV;"2.04%";"0.83%";"3.50%";"0.73%";"0.84%"
2023-04-03;"8287";APV;"1.93%";"1.12%";"3.74%";"0.92%";"1.04%"
2023-04-04;"8287";APV;"1.82%";"0.96%";"3.85%";"0.53%";"0.94%"
2023-04-05;"8287";APV;"1.68%";"0.87%";"4.02%";"0.26%";"0.80%"
2023-04-06;"8287";APV;"2.14%";"1.37%";"4.82%";"0.73%";"1.22%"
2023-04-07;"8287";APV;"2.08%";"1.37%";"4.76%";"0.76%";"1.23%"
2023-04-08;"8287";APV;"2.25%";"1.38%";"4.77%";"0.30%";"1.24%"
2023-04-09;"8287";APV;"2.44%";"1.35%";"4.77%";"0.31%";"1.25%"
2023-04-10;"8287";APV;"1.97%";"1.07%";"4.54%";"0.09%";"1.03%"
2023-04-11;"8287";APV;"1.77%";"0.67%";"4.30%";-0.25%;"0.85%"
2023-04-12;"8287";APV;"1.60%";"0.34%";"4.01%";-0.35%;"0.69%"
2023-04-13;"8287";APV;"0.66%";"0.15%";"3.57%";-0.88%;"0.45%"
2023-04-14;"8287";APV;"0.75%";"0.16%";"3.46%";-1.15%;"0.46%"
2023-04-15;"8287";APV;"0.63%";"0.15%";"3.46%";-1.15%;"0.47%"
2023-04-16;"8287";APV;"0.64%";"0.20%";"3.46%";-1.14%;"0.47%"
2023-04-17;"8287";APV;"0.30%";"0.02%";"3.03%";-1.34%;"0.28%"
2023-04-18;"8287";APV;"0.22%";-0.01%;"2.98%";-1.25%;"0.20%"
2023-04-19;"8287";APV;-0.03%;-0.21%;"2.92%";-1.57%;-0.04%
2023-04-20;"8287";APV;-0.24%;-0.17%;"2.96%";-1.61%;-0.12%
2023-04-21;"8287";APV;-0.33%;-0.26%;"2.80%";-1.54%;-0.20%
2023-04-22;"8287";APV;-0.15%;-0.26%;"2.79%";-1.59%;-0.19%
2023-04-23;"8287";APV;-0.40%;-0.30%;"2.79%";-1.59%;-0.18%
2023-04-24;"8287";APV;-0.77%;-0.54%;"2.59%";-1.78%;-0.38%
2023-04-25;"8287";APV;-0.73%;-0.48%;"2.61%";-1.72%;-0.33%
2023-04-26;"8287";APV;-0.83%;-0.59%;"2.41%";-1.65%;-0.42%
2023-04-27;"8287";APV;-0.64%;-0.59%;"2.41%";-1.70%;-0.42%
2023-04-28;"8287";APV;-0.80%;-0.57%;"2.40%";-1.73%;-0.39%
2023-04-29;"8287";APV;-0.83%;-0.58%;"2.40%";-1.58%;-0.38%
2023-04-30;"8287";APV;-1.15%;-0.50%;"2.40%";-1.58%;-0.37%
2023-05-01;"8287";APV;-1.19%;-0.14%;"2.39%";-1.57%;-0.37%
2023-05-02;"8287";APV;-1.32%;-0.38%;"2.25%";-1.49%;-0.48%
2023-05-03;"8287";APV;-1.50%;-0.32%;"2.22%";-1.45%;-0.47%
2023-05-04;"8287";APV;-1.43%;-0.36%;"2.03%";-1.42%;-0.51%
2023-05-05;"8287";APV;-1.45%;-0.53%;"1.86%";-1.34%;-0.66%
2023-05-06;"8287";APV;-1.85%;-0.27%;"1.86%";-1.08%;-0.65%
2023-05-07;"8287";APV;-1.86%;-0.20%;"1.66%";-1.07%;-0.65%
2023-05-08;"8287";APV;-1.98%;-0.38%;"1.22%";-1.19%;-0.76%
2023-05-09;"8287";APV;-2.11%;-0.44%;"0.41%";-0.84%;-0.88%
2023-05-10;"8287";APV;-1.80%;-0.23%;-0.01%;-0.65%;-0.79%
2023-05-11;"8287";APV;-1.73%;-0.34%;-0.24%;-0.93%;-0.89%
2023-05-12;"8287";APV;-1.63%;-0.40%;-0.31%;-1.08%;-0.95%
2023-05-13;"8287";APV;-1.38%;-0.34%;-0.30%;-1.14%;-0.94%
2023-05-14;"8287";APV;-1.38%;-0.22%;-0.48%;-1.13%;-0.93%
2023-05-15;"8287";APV;-1.63%;-0.33%;-1.41%;-1.37%;-1.16%
2023-05-16;"8287";APV;-1.67%;-0.32%;-1.63%;-1.48%;-1.20%
2023-05-17;"8287";APV;-1.40%;-0.22%;-1.25%;-1.56%;-1.12%
2023-05-18;"8287";APV;-1.39%;-0.29%;-1.25%;-1.58%;-1.19%
2023-05-19;"8287";APV;-1.29%;-0.43%;-1.39%;-1.91%;-1.32%
2023-05-20;"8287";APV;-1.20%;-0.48%;-1.39%;-2.04%;-1.31%
2023-05-21;"8287";APV;-1.11%;-0.29%;-1.55%;-2.04%;-1.30%
2023-05-22;"8287";APV;-1.32%;-0.40%;-1.85%;-2.24%;-1.50%
2023-05-23;"8287";APV;-1.54%;-0.59%;-1.88%;-2.58%;-1.72%
2023-05-24;"8287";APV;-1.25%;-0.61%;-1.80%;-2.66%;-1.63%
2023-05-25;"8287";APV;-1.43%;-0.75%;-1.92%;-2.78%;-1.76%
2023-05-26;"8287";APV;-1.57%;-0.99%;-2.16%;-2.85%;-1.99%
2023-05-27;"8287";APV;-1.57%;-1.07%;-2.15%;-2.87%;-1.98%
2023-05-28;"8287";APV;-1.58%;-1.09%;-2.10%;-2.86%;-1.97%
2023-05-29;"8287";APV;-1.41%;-0.90%;-1.96%;-2.68%;-1.78%
2023-05-30;"8287";APV;-1.48%;-0.97%;-1.86%;-2.65%;-1.85%
2023-05-31;"8287";APV;-1.32%;-0.80%;-1.70%;-2.58%;-1.69%
2023-06-01;"8287";APV;-1.28%;-0.61%;-1.89%;-2.58%;-1.64%
2023-06-02;"8287";APV;-1.12%;-0.43%;-1.96%;-2.52%;-1.59%
2023-06-03;"8287";APV;-1.12%;-0.72%;-1.96%;-2.47%;-1.58%
2023-06-04;"8287";APV;-1.07%;-0.72%;-1.95%;-2.46%;-1.57%
2023-06-05;"8287";APV;-0.77%;-0.57%;-1.85%;-2.32%;-1.43%
2023-06-06;"8287";APV;-0.73%;-0.48%;-1.57%;-2.22%;-1.38%
2023-06-07;"8287";APV;-0.56%;-0.38%;-1.44%;-1.96%;-1.21%
2023-06-08;"8287";APV;-0.66%;-0.43%;-1.65%;-1.97%;-1.41%
2023-06-09;"8287";APV;-0.47%;-0.19%;-1.66%;-1.73%;-1.35%
2023-06-10;"8287";APV;-0.55%;-0.42%;-1.65%;-1.72%;-1.33%
2023-06-11;"8287";APV;-0.44%;-0.42%;-1.65%;-1.71%;-1.32%
2023-06-12;"8287";APV;-0.42%;-0.46%;-1.51%;-1.75%;-1.36%
2023-06-13;"8287";APV;-0.34%;-1.06%;-1.49%;-1.42%;-1.27%
2023-06-14;"8287";APV;-0.31%;-0.96%;-1.49%;-1.29%;-1.24%
2023-06-15;"8287";APV;"0.17%";-0.84%;-1.22%;-1.30%;-1.00%
2023-06-16;"8287";APV;"0.42%";-0.62%;-0.91%;-1.28%;-0.79%
2023-06-17;"8287";APV;"0.35%";-0.75%;-0.91%;-1.35%;-0.78%
2023-06-18;"8287";APV;"0.42%";-0.75%;-0.90%;-1.35%;-0.77%
2023-06-19;"8287";APV;"0.70%";-0.63%;-0.54%;-1.22%;-0.64%
2023-06-20;"8287";APV;"0.98%";-0.46%;-0.15%;-1.10%;-0.34%
2023-06-21;"8287";APV;"0.98%";-0.47%;"0.00%";-1.10%;-0.33%
2023-06-22;"8287";APV;"1.20%";-0.29%;-0.06%;-1.27%;-0.32%
2023-06-23;"8287";APV;"1.35%";-0.60%;-0.09%;-1.49%;-0.39%
2023-06-24;"8287";APV;"1.27%";-0.77%;-0.08%;-1.42%;-0.38%
2023-06-25;"8287";APV;"1.41%";-0.77%;-0.08%;-1.42%;-0.37%
2023-06-26;"8287";APV;"1.66%";-0.77%;"0.01%";-1.41%;-0.36%
2023-06-27;"8287";APV;"1.75%";-0.49%;"0.05%";-1.32%;-0.27%
2023-06-28;"8287";APV;"1.64%";-0.77%;-0.17%;-1.33%;-0.36%
2023-06-29;"8287";APV;"1.48%";-0.78%;-0.24%;-1.32%;-0.33%
